company,category,category_source
NATIONAL OFFSHORE PETROLEUM SAFETY AND ENVIRONMENTAL MANAGEMENT AUTHORITY,"Mining, Resources & Energy",original
Natixis Australia Pty Limited,Banking & Financial Services,inferred
NAVANTIA AUSTRALIA PTY LTD,Defence & Aerospace,inferred
NAVITAS PTY LIMITED,Education - Universities & Higher Ed,inferred
NBN Co Limited,Telecommunications,inferred
NCC Group Pty Ltd,Information Technology & Software,inferred
NCI-PURE PTY LTD,Unknown / To Check,unresolved
NCN HEALTH,"Healthcare, Medical & Pharmaceutical",original
NCR Australia Pty Limited,Information Technology & Software,inferred
NCSI (AUSTRALIA) PTY LIMITED,"Consulting, Accounting & Professional Services",inferred
NDEVR PTY LTD,"Consulting, Accounting & Professional Services",inferred
NE-ARMAP AUSTRALIA PTY LTD,Information Technology & Software,inferred
NE-s GLOBAL PTY LIMITED,"Recruitment, HR & Labour Hire",inferred
NE-XIA PERTH PTY LTD,"Consulting, Accounting & Professional Services",inferred
NE-XIA SYDNEY GROUP PTY LTD,"Consulting, Accounting & Professional Services",inferred
NEC Australia Pty Ltd,Information Technology & Software,inferred
Neoen Australia Pty Ltd,"Mining, Resources & Energy",inferred
NEP AUSTRALIA PTY LTD,"Media, Entertainment & Creative",inferred
Nepean Blue Mountains Local Health District,"Healthcare, Medical & Pharmaceutical",original
Nestle Australia Ltd,"Agriculture, Food & Beverage",original
Netregistry Pty Ltd,Information Technology & Software,inferred
Nettleton Tribe (Partnership) Pty Ltd,Architecture & Design,inferred
netwealth Group Services Pty Ltd,Banking & Financial Services,inferred
Network Rail Consulting Pty Ltd,Information Technology & Software,original
Neuro-Rehab At Home Pty Ltd,"Healthcare, Medical & Pharmaceutical",inferred
NEW FORESTS ASSET MANAGEMENT PTY LIMITED,Banking & Financial Services,original
NEW RELIC AUSTRALIA PTY LTD,Information Technology & Software,inferred
NEW SOUTH WALES SUGAR MILLING CO -OP LTD,"Agriculture, Food & Beverage",original
NEWCOLD MELBOURNE PTY LTD,Transport & Logistics,inferred
Newcrest Mining Limited,"Mining, Resources & Energy",original
NEWMONT AUSTRALIA PTY LTD,"Mining, Resources & Energy",inferred
Newpol Construction Pty Ltd,Engineering & Construction,original
News Pty Limited,"Media, Entertainment & Creative",inferred
NEXON ASIA PACIFIC PTY LTD,Information Technology & Software,inferred
NEXT GENERATION CLUBS AUSTRALIA PTY LTD,Banking & Financial Services,original
NGAANYATJARRA PITJANTJATJARA YANKUNYTJATJARA WOMEN'S COUNCIL (ABORIGINAL CORPORATION),Government & Public Sector,original
Nganboo Borron School,Education - Schools & Training,original
NGK Stanger Pty Limited,"Consulting, Accounting & Professional Services",inferred
NH FOODS AUSTRALIA PTY LTD,"Agriculture, Food & Beverage",original
NIB HEALTH FUNDS LTD,Insurance,original
NICCO JOINERY PTY LTD,Manufacturing & Industrial,inferred
NICHOLAS TURNER PTY LTD,Unknown / To Check,unresolved
NICHOLL HOLDINGS PTY LTD,Unknown / To Check,unresolved
NIDDRIE AUTISTIC SCHOOL,Education - Schools & Training,original
Nielsen Connect Australia Pty Ltd,Marketing & Advertising,inferred
NIKE AUSTRALIA PTY LTD,Consumer Goods & Retail,inferred
NINTENDO AUSTRALIA PTY LTD,"Media, Entertainment & Creative",inferred
Nintex Pty Ltd,Information Technology & Software,inferred
NIPPON EXPRESS (AUSTRALIA) PTY LTD,Transport & Logistics,inferred
NIPPON STEEL AUSTRALIA PTY.LIMITED,Engineering & Construction,original
Nissan Motor Co. (Australia) Pty. Ltd.,Automotive,original
NMG FINANCIAL SERVICES CONSULTING PTY LTD,Banking & Financial Services,original
No Limitts (Pty) Ltd,Unknown / To Check,unresolved
NO PROBLEMS JUST SOLUTIONS PTY LTD,Unknown / To Check,unresolved
NOAKES GROUP PTY LIMITED,Manufacturing & Industrial,inferred
NOBLE CONTRACTING Il GMBH,Engineering & Construction,original
NobleOak Life Limited,Insurance,inferred
NOJA POWER SWITCHGEAR PTY LTD,"Mining, Resources & Energy",original
Nokia Solution and Networks Australia Pty Ltd,Automotive,original
Nolan Meats Pty. Ltd.,"Agriculture, Food & Beverage",inferred
NOMA CONSULTING PTY LTD,"Consulting, Accounting & Professional Services",original
Nomura Australia Ltd,Banking & Financial Services,inferred
Norinchukin Australia Pty Ltd,Banking & Financial Services,inferred
Norman Disney & Young,"Media, Entertainment & Creative",original
Norris Enterprises Pty Ltd,Unknown / To Check,unresolved
NORTH METROPOLITAN HEALTH SERVICE,"Healthcare, Medical & Pharmaceutical",original
NORTHCOTE HIGH SCHOOL,Education - Schools & Training,original
NORTHEAST HEALTH WANGARATTA,"Healthcare, Medical & Pharmaceutical",original
Northern Adelaide Local Health Network Inc,"Healthcare, Medical & Pharmaceutical",original
NORTHERN HEALTH,"Healthcare, Medical & Pharmaceutical",original
NORTHERN HERD DEVELOPMENT CO-OPERATIVE LTD,Real Estate & Property,original
Northern Land Council,Government & Public Sector,original
Northern NSW Local Health District,"Healthcare, Medical & Pharmaceutical",original
Northern School for Autism,Education - Schools & Training,original
Northern Star Resources Ltd,"Mining, Resources & Energy",original
Northern Sydney Local Health District,"Healthcare, Medical & Pharmaceutical",original
Northern Territory Major Events Company Pty Ltd,Government & Public Sector,inferred
NORTHERN TERRITORY OF AUSTRALIA,Government & Public Sector,inferred
NORTHPARKES MINING SERVICES Pty ltd,"Mining, Resources & Energy",original
NORTHROP GRUMMAN AUSTRALIA PTY LTD,Defence & Aerospace,inferred
Northside Montessori Society,Education - Schools & Training,original
Northtrack Machinery Pty Ltd,Manufacturing & Industrial,original
Norton Gold Fields Pty Ltd,"Mining, Resources & Energy",original
NORTON ROSE FULBRIGHT AUSTRALIA SERVICES PTY LTD,Legal Services,inferred
NOSSAL INSTITUTE LIMITED,Education - Universities & Higher Ed,inferred
Note Printing Australia Limited,Government & Public Sector,inferred
NOUMI LIMITED,"Agriculture, Food & Beverage",inferred
NOV AUSTRALIA PTY LTD,"Mining, Resources & Energy",inferred
Nova Professional Services Pty Ltd,"Consulting, Accounting & Professional Services",original
Novartis Pharmaceuticals Australia Pty Ltd,"Healthcare, Medical & Pharmaceutical",original
Novatech Creative Event Technology Pty Ltd,"Media, Entertainment & Creative",inferred
Novo Nordisk Pharmaceuticals Pty Ltd,"Healthcare, Medical & Pharmaceutical",inferred
Novotech (Australia) Pty Ltd,"Healthcare, Medical & Pharmaceutical",inferred
NOVOZYMES AUSTRALIA PTY LTD,Manufacturing & Industrial,inferred
NQCranes PTY LTD,Manufacturing & Industrial,inferred
NRI AUSTRALIA HOLDINGS PTY LTD,Information Technology & Software,inferred
NRI AUSTRALIA LIMITED,Information Technology & Software,inferred
NRW CONTRACTING PTY LTD,Engineering & Construction,original
NRW Holdings Limited,"Mining, Resources & Energy",inferred
NSW BUSINESS CHAMBER LIMITED,"Religious, Charitable & Non-profit",inferred
NSW Electricity Networks Operations Pty Limited,"Mining, Resources & Energy",original
NSW HEALTH PATHOLOGY,"Healthcare, Medical & Pharmaceutical",original
NSW INSTITUTE OF SPORT,Government & Public Sector,inferred
NSW Pty Ltd,Unknown / To Check,unresolved
NSW RURAL FIRE SERVICE,Government & Public Sector,inferred
NSW SERVICE FOR THE TREATMENT AND REHABILITATION OF TORTURE AND TRAUMA SURVIVORS (STARITS),"Healthcare, Medical & Pharmaceutical",inferred
NT Christian Schools,Education - Schools & Training,original
NTT AUSTRALIA DIGITAL PTY LTD,Information Technology & Software,original
NTT Australia Pty Ltd,Information Technology & Software,inferred
NTT DATA BUSINESS SOLUTIONS AUSTRALIA PTY LTD,Information Technology & Software,original
NTT UD Australia Pty Limited,Real Estate & Property,inferred
Nude By Nature Pty Ltd,Consumer Goods & Retail,inferred
NUFARM AUSTRALIA LIMITED,"Agriculture, Food & Beverage",inferred
NUPRESS TOOLS PTY LTD,Manufacturing & Industrial,inferred
Nutanix Pty Ltd,Information Technology & Software,inferred
Nutricia Australia Pty Limited,"Agriculture, Food & Beverage",inferred
NuVasive (Aust/NZ) Pty Ltd,"Healthcare, Medical & Pharmaceutical",inferred
NXT BUILDING GROUP PTY LTD,Engineering & Construction,original
Nyrstar Port Pirie Pty Ltd,Transport & Logistics,original
O.S ALCORN & OTHERS,Unknown / To Check,unresolved
Oberix Group Pty Ltd,Information Technology & Software,inferred
OBJECTIVE CORPORATION LIMITED,Information Technology & Software,inferred
OC CONNECTIONS LIMITED,"Aged Care, Disability & Social Services",inferred
OCEANAGOLD MANAGEMENT PTY LIMITED,"Mining, Resources & Energy",inferred
Oceaneering Australia Pty Limited,"Mining, Resources & Energy",inferred
OCHRE HEALTH PTY LTD,"Healthcare, Medical & Pharmaceutical",original
Oculus Landscape Architecture Urban Design Environmental Planning Pty Ltd,Architecture & Design,original
OEMX Diesel PTY LTD,Automotive,inferred
"OFFICE FOR RECREATION, SPORT AND RACING",Government & Public Sector,inferred
OFFICE OF THE AUDITOR GENERAL,Automotive,original
Officer Specialist School,Education - Schools & Training,original
OH Injury and Occupational Health Pty Ltd,"Healthcare, Medical & Pharmaceutical",original
OJI FIBRE SOLUTIONS (AUS) PTY LTD,Manufacturing & Industrial,inferred
OKTA AUSTRALIA PTY LIMITED,Information Technology & Software,inferred
Olam Orchards Australia Pty Ltd,"Agriculture, Food & Beverage",inferred
OLEX AUSTRALIA PTY LIMITED,Manufacturing & Industrial,inferred
Olympus Australia Pty Ltd,"Healthcare, Medical & Pharmaceutical",inferred
OMC ELECTRONICS PTY LTD.,Manufacturing & Industrial,inferred
OMEO DISTRICT HOSPITAL,"Healthcare, Medical & Pharmaceutical",original
OMERS INFRASTRUCTURE AUSTRALIA PTY LIMITED,Engineering & Construction,original
OMICRON ELECTRONICS AUSTRALIA PTY LTD,Manufacturing & Industrial,inferred
OMNI' PTY LTD,Unknown / To Check,unresolved
Omnicom Media Group Australia Pty Ltd,Marketing & Advertising,original
Omron Electronics Pty Ltd,Manufacturing & Industrial,inferred
Omya Australia Pty Ltd,Manufacturing & Industrial,inferred
ON CALL STAFFING SOLUTIONS PTY LTD,"Recruitment, HR & Labour Hire",original
ON Q RECRUITMENT PTY LTD,"Recruitment, HR & Labour Hire",original
ONE DIVERSIFIED (AUST) PTY LTD,Information Technology & Software,inferred
Oneflare Pty Ltd,Information Technology & Software,inferred
Oneview Healthcare Pty Ltd,"Healthcare, Medical & Pharmaceutical",original
Online Media Holdings Pty Ltd,"Media, Entertainment & Creative",inferred
ONLY ABOUT CHILDREN PTY LTD,Education - Schools & Training,inferred
Onsite Rental Group Operations Pty Ltd,Engineering & Construction,inferred
OOH!MEDIA OPERATIONS PTY LIMITED,Marketing & Advertising,inferred
OPEN DOOR PUB CO. PTY LIMITED,"Hospitality, Travel & Tourism",inferred
Optimal Stormwater Pty.Ltd,Engineering & Construction,inferred
OPTIMIZELY PTY LTD,Information Technology & Software,original
OPTIVER PTY. LIMITED,Banking & Financial Services,inferred
Optus Administration Pty Ltd,Telecommunications,inferred
ORA BANDA MINING LTD,"Mining, Resources & Energy",original
ORACLE CORPORATION AUSTRALIA PTY LIMITED,Information Technology & Software,original
ORACLE FINANCIAL SERVICES SOFTWARE PTE. LTD,Information Technology & Software,original
ORBOST REGIONAL HEALTH,"Healthcare, Medical & Pharmaceutical",original
Orchard Grove Primary School,Education - Schools & Training,original
Orchard Marketing Pty Ltd,Marketing & Advertising,original
ORICA AUTRALIA PTY LTD,Manufacturing & Industrial,inferred
Origin Energy Limited,"Mining, Resources & Energy",original
Ormond College,Education - Schools & Training,original
ORTHOPAEDIC APPLIANCES PTY LTD,"Healthcare, Medical & Pharmaceutical",inferred
OSAKA GAS AUSTRALIA PTY LTD,"Mining, Resources & Energy",original
Osborn Consulting Engineers Pty Ltd,Engineering & Construction,original
OSCARS HOTELS PTY LTD,"Hospitality, Travel & Tourism",original
OSMOFLO WATER MANAGEMENT PTY LTD,Engineering & Construction,inferred
OSMOSE AUSTRALIA PTY LTD,Engineering & Construction,inferred
OSSUR AUSTRALIA PTY LIMITED,"Healthcare, Medical & Pharmaceutical",inferred
OTIS ELEVATOR COMPANY PTY LTD,Manufacturing & Industrial,inferred
OTTO BOCK AUSTRALIA PTY LTD,"Healthcare, Medical & Pharmaceutical",inferred
OXFORD AVIATION ACADEMY (AUSTRALIA) PTY LTD,Automotive,original
Ozcare,"Aged Care, Disability & Social Services",inferred
OZFOREX LIMITED,Banking & Financial Services,inferred
P.V AATHREYA & OTHERS,Unknown / To Check,unresolved
PACCAR Australia Pty Ltd,Automotive,inferred
PACE FARM PTY LIMITED - MINCHINBURY,"Agriculture, Food & Beverage",original
PACIFIC BLUE RESOURCING,"Recruitment, HR & Labour Hire",inferred
Pacific Crown Helicopters Pty Ltd,Aviation & Aerospace,inferred
Pacific Equity Partners Pty Limited,Banking & Financial Services,original
Pacific Life Re (Australia) Pty Ltd,Insurance,inferred
Pacific Smiles Group Limited,"Healthcare, Medical & Pharmaceutical",inferred
PACKER LEATHER PTY LTD,Manufacturing & Industrial,inferred
Pakenham Secondary College,Education - Schools & Training,original
PALACE CINEMAS PTY LTD,"Media, Entertainment & Creative",inferred
Palantir Australia Pty Ltd,Information Technology & Software,original
Palantir Technologies Australia Pty Ltd,Information Technology & Software,original
Palaris Australia Pty Limited,"Mining, Resources & Energy",inferred
Pallion HR Pty Ltd,Consumer Goods & Retail,inferred
PAN MACMILLAN AUSTRALIA PTY LTD,"Media, Entertainment & Creative",inferred
PANASONIC AUSTRALIA PTY LIMITED,Consumer Goods & Retail,inferred
PanAust Services Pty Ltd,"Mining, Resources & Energy",inferred
Paper Australia Pty Ltd,Manufacturing & Industrial,inferred
PaperCut Software Pty Ltd,Information Technology & Software,original
PARAGON CARE LIMITED,"Healthcare, Medical & Pharmaceutical",inferred
Pardoo Beef Corporation Pty Ltd,"Agriculture, Food & Beverage",inferred
PARE-XEL INTERNATIONAL PTY LTD,"Healthcare, Medical & Pharmaceutical",inferred
PARED LTD,Education - Schools & Training,inferred
PARTNERS IN PERFORMANCE SERVICES PTY LTD,"Consulting, Accounting & Professional Services",inferred
Partners Wealth Group Pty Ltd,Banking & Financial Services,original
PathWest Laboratory Medicine WA,"Healthcare, Medical & Pharmaceutical",original
PATTERSON CHENEY PTY LTD,Automotive,inferred
PATTIES FOODS PTY LTD,"Agriculture, Food & Beverage",original
PAWS AUSTRALIA PTY LIMITED,Unknown / To Check,unresolved
PayPal Australia Pty Limited,Banking & Financial Services,original
PCL CONSTRUCTORS PACIFIC RIM PTY LTD,Engineering & Construction,inferred
PEABODY ENERGY AUSTRALIA PTY LTD,"Mining, Resources & Energy",original
PEARSON AUSTRALIA GROUP PTY LTD,Education - Schools & Training,inferred
PEDDLE THORP & WALKER PTY. LIMITED,Architecture & Design,inferred
Peddle Thorp Group Pty Ltd,Architecture & Design,inferred
Peel Mining Limited,"Mining, Resources & Energy",original
Pegasystems Pty Ltd,Information Technology & Software,inferred
Peikko Australia Pty Ltd,Manufacturing & Industrial,inferred
Pembroke School Incorporated,Education - Schools & Training,original
PEN CS PTY LTD,Information Technology & Software,inferred
PENINSULA HEALTH,"Healthcare, Medical & Pharmaceutical",original
PENLEIGH AND ESSENDON GRAMMAR SCHOOL,Education - Schools & Training,original
PENSKE AUSTRALIA PTY LTD,Automotive,inferred
Peopleconnexion Recruitment Pty Ltd,"Recruitment, HR & Labour Hire",original
PEOPLESCOUT PTY LTD,"Recruitment, HR & Labour Hire",inferred
Pepper Money Limited,Banking & Financial Services,inferred
PERENTI LIMITED,"Mining, Resources & Energy",inferred
Perfect Contracting Pty Ltd,Engineering & Construction,original
PERFUSION SERVICES PTY. LIMITED,"Healthcare, Medical & Pharmaceutical",inferred
PERI Australia Pty Limited,Engineering & Construction,inferred
PERIGON GROUP PTY LIMITED,"Recruitment, HR & Labour Hire",inferred
Perilya Broken Hill Limited,"Mining, Resources & Energy",inferred
Pernod Ricard Winemakers Pty Ltd,"Agriculture, Food & Beverage",inferred
Perpetual Limited,Banking & Financial Services,inferred
PERTH AIRPORT PTY LTD,Aviation & Aerospace,original
PERTH GP PTY LTD,"Healthcare, Medical & Pharmaceutical",original
PerthRadClinic Ltd,"Healthcare, Medical & Pharmaceutical",inferred
Peter MacCallum Cancer Institute,"Healthcare, Medical & Pharmaceutical",inferred
PETER ROWLAND GROUP PTY LTD,"Hospitality, Travel & Tourism",inferred
Peter Warren Automotive Pty Ltd,Automotive,inferred
PetroChina International (Australia) Pty Ltd,"Mining, Resources & Energy",inferred
PETROCHINA INTERNATIONAL INVESTMENT (AUSTRALIA) PTY LTD,Banking & Financial Services,original
PETRONAS AUSTRALIA PTY LIMITED,"Mining, Resources & Energy",inferred
PetStock Pty Ltd,Consumer Goods & Retail,inferred
PETUNA AQUACULTURE PTY LTD,"Agriculture, Food & Beverage",inferred
PFIZER AUSTRALIA PTY LTD,"Healthcare, Medical & Pharmaceutical",original
PG DXTRA (AUSTRALIA) PTY LTD,Marketing & Advertising,inferred
PGIM (Australia) Pty Ltd,Banking & Financial Services,inferred
PHARMACEUTICAL RESEARCH ASSOCIATES PTY LIMITED,"Healthcare, Medical & Pharmaceutical",inferred
Pharmacor Pty Limited,"Healthcare, Medical & Pharmaceutical",inferred
PHILIP MORRIS LIMITED,Consumer Goods & Retail,inferred
Philips Electronics Australia Limited,"Healthcare, Medical & Pharmaceutical",inferred
Phocas Pty Ltd,Information Technology & Software,inferred
PHOSPHATE RESOURCES LIMITED,"Mining, Resources & Energy",original
Physio Inq Pty Ltd,"Healthcare, Medical & Pharmaceutical",original
PHYSIOCHOICE PTY LTD,"Healthcare, Medical & Pharmaceutical",inferred
PIACENTINI & SON PTY LTD,"Mining, Resources & Energy",inferred
PIALLIGO ESTATE OPERATIONS PTY LTD,"Hospitality, Travel & Tourism",inferred
PICKERING CORPORATION PTY LTD,Unknown / To Check,unresolved
Pilbara Ports Authority,Government & Public Sector,original
Pimco Australia Pty Limited,Banking & Financial Services,inferred
PINAROO ROMA INC,"Aged Care, Disability & Social Services",inferred
PIRELLI TYRES AUSTRALIA PTY LTD,Automotive,inferred
